,NO_ENTIDADE,CO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,SERIE_ANO,CIÊNCIAS,LÍNGUA PORTUGUESA,MATEMÁTICA,MAT_PT_TOTAL
470,GUERRA JUNQUEIRO,35904314,255.0,187.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,206.0,244.0,450.0,0.0,156.0,2,1,FLORIANO ARRESTI,52,RUA,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK,8465220,-23.5649942,-46.3939838,EM-3ª série,"252,8",260.0,248.7,508.7
471,MARTINHO DA SILVA,35904348,374.0,158.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,493.0,441.0,934.0,0.0,0.0,2,1,RUA COMENDADOR ANTUNES DOS SANTOS,1800,RUA,JARDIM VAZ DE LIMA,5861260,-23.6739968,-46.759501,EM-3ª série,"278,4",265.1,262.7,527.8
472,MARIA ANTONIETA FERRAZ BIBLIOTECARIA,35904582,280.0,526.0,9.0,37.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,493.0,518.0,751.0,260.0,0.0,2,1,RAFAEL DELLA MONICA,300,RUA,CIDADE TIRADENTES,8470480,-23.59816503,-46.39577453,EM-3ª série,"257,8",250.5,255.0,505.5
473,NILDO DO AMARAL JUNIOR PADRE,35904624,175.0,289.0,10.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,354.0,439.0,793.0,0.0,40.0,2,1,TROPICALIA,SN,RUA,JARDIM PEDRO JOSE NUNES,8061010,-23.5041691,-46.4668482,EM-3ª série,263,258.4,259.0,517.4
474,GIL VICENTE,35904879,563.0,304.0,36.0,21.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,754.0,828.0,1292.0,290.0,0.0,2,1,ANTONIO ELIAS SCHOUERI,240,RUA,PARQUE DO LAGO,4945005,-23.71502015,-46.77922726,EM-3ª série,"258,9",255.1,242.6,497.7
475,ASSIS JOSE AMBROSIO,35906141,300.0,164.0,12.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,496.0,507.0,857.0,146.0,1.0,2,1,ALFARROBEIRAS,68,RUA,JARDIM PERI,2676010,-23.4577972,-46.6713659,EM-3ª série,"257,9",263.9,243.1,507.0
476,CLOVIS RENE CALABREZ PROF,35906165,532.0,466.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,920.0,944.0,1140.0,724.0,0.0,2,1,FREGUESIA DA CACHOEIRA,77,V P OUTUBRO,JARDIM LAJEADO,8441100,-23.5322476,-46.3998089,EM-3ª série,"218,7",232.1,237.6,469.7
477,YERVANT KISSAJIKIAN,35906207,4.0,291.0,14.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,172.0,135.0,307.0,0.0,307.0,2,1,PAISAGEM NOTURNA,353,RUA,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8253440,-23.5538843,-46.4378319,EM-3ª série,"279,6",278.7,278.4,557.0999999999999
478,ETELVINA DE GOES MARCUCCI PROFESSORA,35906530,665.0,988.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,955.0,1008.0,1259.0,704.0,0.0,2,1,JOSE CARLOS DE TOLEDO PIZA,10,RUA,JARDIM PARQUE MORUMBI,5712070,-23.6209018,-46.7321478,EM-3ª série,"261,2",261.3,250.0,511.3
479,DIB AUDI,35906542,627.0,377.0,18.0,0.0,44.0,1.0,1.0,1.0,1.0,0.0,1.0,541.0,540.0,707.0,374.0,0.0,2,1,JANUARIO DA CUNHA BARBOSA,413,RUA,JARDIM ELIZABETH,5793280,-23.6394072,-46.7767585,EM-3ª série,"270,9",270.7,271.9,542.5999999999999
480,OSCAR PEREIRA MACHADO,35906566,476.0,311.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,651.0,748.0,963.0,436.0,0.0,2,1,MIGUEL DIONIZIO VALLE,96,RUA,JARDIM NAKAMURA,4942040,-23.6958113,-46.7772691,EM-3ª série,"263,3",271.7,261.7,533.4
481,LEONOR FERNANDES COSTA ZACHARIAS,35906591,276.0,200.0,14.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,372.0,428.0,617.0,183.0,0.0,2,1,ENRIQUE AMORIM,101,RUA,JARDIM DAS FONTES,4894410,-23.86796039,-46.75562132,EM-3ª série,"268,6",274.4,265.7,540.0999999999999
482,LEONIDAS PAIVA PROF,35906803,264.0,118.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,187.0,203.0,390.0,0.0,101.0,2,1,MARTIRES ARMENIOS,618,JD LEONOR MENDES DE,BARRO BRANCO ZONA NORTE,2345000,-23.4655044,-46.6086774,EM-3ª série,"301,5",297.2,287.0,584.2
483,SALVADOR ALLENDE GOSSENS PRESIDENTE,35906967,2.0,167.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,222.0,165.0,387.0,0.0,5.0,2,1,DOMINGOS LISBOA,139,RUA,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8250690,-23.53819153,-46.43347609,EM-3ª série,"269,7",266.6,253.2,519.8
484,MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA,35906980,600.0,637.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,614.0,696.0,1007.0,303.0,3.0,2,1,ANGELO ANDRADE,51,RUA,CONJUNTO RESIDENCIAL JOSE BONIFACIO,8253050,-23.54399167,-46.43997833,EM-3ª série,"264,2",262.1,256.0,518.1
485,JORGE LUIS BORGES,35907017,585.0,734.0,4.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,815.0,775.0,1119.0,471.0,10.0,2,1,MILAGRE DOS PEIXES,700,RUA,CONJUNTO HABITACIONAL CASTRO ALVES,8474120,-23.5793042,-46.4028304,EM-3ª série,"270,6",261.5,254.2,515.7
486,JACOB SALVADOR ZVEIBIL,35907108,1.0,816.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,471.0,469.0,940.0,0.0,0.0,2,1,ELISIO TEIXEIRA LEITE,6700,AVENIDA,SITIO MORRO GRANDE,2810000,-23.44516,-46.716585,EM-3ª série,271,265.1,256.0,521.1
487,SERGIO DA SILVA NOBREZA PROF,35907112,480.0,745.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,650.0,717.0,1187.0,180.0,0.0,2,1,FRANCESCO MELZI,305,RUA,JARDIM MARILIA,3579140,-23.5627727,-46.4985735,EM-3ª série,274,272.0,262.2,534.2
488,CAETANO ZAMITTI MAMMANA PROF,35907157,478.0,810.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,670.0,736.0,882.0,524.0,0.0,2,1,CARLO BIBIENA,152,RUA,PARQUE PAULISTANO,8081380,-23.49041068,-46.41780642,EM-3ª série,"267,8",259.2,257.3,516.5
489,AFRANIO DE OLIVEIRA,35907194,675.0,614.0,13.0,38.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,669.0,689.0,964.0,394.0,2.0,2,1,GIUSEPPE TARTINI,818,RUA,JARDIM SAO BERNARDO,4844300,-23.75426,-46.7045002,EM-3ª série,"252,6",255.8,252.9,508.70000000000005
490,MIGUEL MALUHY COMENDADOR,35907637,213.0,314.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,270.0,282.0,552.0,0.0,319.0,2,1,MIRANDAS,40,ESTRADA,JARDIM MARIA DUARTE,5752590,-23.612125,-46.752393,EM-3ª série,"305,4",302.5,286.0,588.5
491,OSWALDO GAGLIARDI,35908368,511.0,535.0,11.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,840.0,831.0,1168.0,503.0,0.0,2,1,RUA INACIO MONTEIRO,3206,RUA,COHAB CONCEICAO,8490000,-23.5780739,-46.3912356,EM-3ª série,"258,7",254.3,248.9,503.20000000000005
492,MAUD SA DE MIRANDA MONTEIRO PROFESSORA,35908373,531.0,660.0,26.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,688.0,646.0,1080.0,254.0,0.0,2,1,FALKENBERG,240,RUA,JARDIM COMERCIAL,5885240,-23.6768023,-46.785421,EM-3ª série,"288,3",285.9,278.7,564.5999999999999
493,OSWALDO WALDER PROFESSOR,35908400,147.0,238.0,17.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,252.0,266.0,518.0,0.0,28.0,2,1,RUA SARA NEWTON,256,RUA,JARDIM BOA VISTA,5583030,-23.582296,-46.792456,EM-3ª série,"263,8",245.9,248.4,494.3
494,LOURENCO ZANELATTI,35909051,244.0,387.0,21.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,365.0,487.0,617.0,235.0,0.0,2,1,PAULO QUEIROZ DOUTOR,1475,RUA,JARDIM NOVE DE JULHO,3951090,-23.590766,-46.4823494,EM-3ª série,"269,4",254.6,246.7,501.29999999999995
495,WILFREDO PINHEIRO PROF,35909075,282.0,286.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,494.0,509.0,795.0,208.0,10.0,2,1,GALAXIA,321,RUA,CIDADE SATELITE SANTA BARBARA,8330415,-23.6107366,-46.4574217,EM-3ª série,"281,1",268.8,265.9,534.7
496,JOAO SARMENTO PIMENTEL,35909099,1.0,296.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0,177.0,344.0,0.0,38.0,2,1,ALCION,431,RUA,CIDADE SATELITE SANTA BARBARA,8331010,-23.6111062,-46.4686643,EM-3ª série,"266,5",257.8,250.8,508.6
497,VALDIR FERNANDES PINTO PROF,35909105,205.0,332.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,298.0,279.0,577.0,0.0,17.0,2,1,ANTENOR DA COSTA SOLDADO,145,RUA,CONJUNTO HABITACIONAL MARECHAL MASCARENHAS DE MORA,3977310,-23.6191944,-46.4946216,EM-3ª série,268,258.0,254.6,512.6
498,ISAAC SCHRAIBER PROFESSOR,35909117,236.0,527.0,7.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,596.0,535.0,734.0,397.0,18.0,2,1,ALVARO DO PRADO,165,RUA,PARQUE SAO RAFAEL,8311060,-23.62635223,-46.46845412,EM-3ª série,280,272.6,269.3,541.9000000000001
499,SUMIE IWATA PROFESSORA,35909129,54.0,310.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,201.0,199.0,400.0,0.0,0.0,2,1,RUA PROFESSORA LUCILA CERQUEIRA,100,RUA,JARDIM SAO PEDRO,8420690,-23.54978,-46.42760333,EM-3ª série,255,238.4,233.7,472.1
500,INAH JACY DE CASTRO AGUIAR,35909130,460.0,343.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,388.0,454.0,842.0,0.0,341.0,2,1,ADHEMAR ANTONIO PRADO PROFESSOR,190,RUA,JARDIM TIETE,3945010,-23.5951353,-46.4912339,EM-3ª série,"266,5",256.1,261.4,517.5
501,CARMELINDA MARQUES PEREIRA PROFESSORA,35909166,632.0,684.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,692.0,724.0,934.0,482.0,0.0,2,1,BORZEGUIM,90,RUA,JARDIM ALTO ALEGRE SAO RAFAEL,8381660,-23.6118456,-46.42719,EM-3ª série,269,268.8,265.6,534.4000000000001
502,AURELIO BUARQUE DE HOLANDA FERREIRA PROF,35909191,394.0,283.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,351.0,353.0,704.0,0.0,277.0,2,1,JOSE GRAVONSKI DOUTOR,90,RUA,JARDIM ROBRU,8441000,-23.5276215,-46.4095489,EM-3ª série,"282,2",275.4,264.9,540.3
503,MARIA VERA LOMBARDI SIQUEIRA PROFA,35910259,231.0,667.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,466.0,518.0,666.0,318.0,21.0,2,1,JOSE ALEXANDRE MACHADO,619,RUA,JARDIM SILVA TELES,8160460,-23.5008728,-46.4086139,EM-3ª série,"272,8",272.3,268.2,540.5
504,MARIA REGINA MACHADO DE CASTRO GUIMARAES PROFA,35910272,334.0,626.0,12.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,578.0,655.0,868.0,365.0,18.0,2,1,NOITIBO,80,RUA,VILA NOVA CURUCA,8031150,-23.5170981,-46.4197314,EM-3ª série,259,262.3,250.4,512.7
505,HELIOS HEBER LINO PROFESSOR,35910302,647.0,871.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,795.0,878.0,1087.0,586.0,0.0,2,1,MONTES PIRINEUS,31,RUA,JARDIM ONDINA,2871080,-23.4628824,-46.6729886,EM-3ª série,"245,2",244.0,243.6,487.6
506,WALDEMAR RODRIGUES DA SILVA PASTOR,35910338,476.0,414.0,20.0,33.0,88.0,1.0,1.0,1.0,0.0,1.0,0.0,462.0,501.0,963.0,0.0,0.0,2,1,JENNY LIND,20,RUA,JARDIM ORLY,4434280,-23.6845125,-46.6645919,EM-3ª série,"249,2",249.9,240.7,490.6
507,FERNANDES SOARES PROF,35910776,53.0,74.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,529.0,521.0,946.0,104.0,0.0,2,1,ERVA DO SERENO,500,RUA,JARDIM MAIA,8180010,-23.4837906,-46.4137744,EM-3ª série,"217,8",228.2,237.0,465.2
508,ARCANGELO SFORCIM,35910788,254.0,422.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,363.0,408.0,611.0,160.0,6.0,2,1,SERRA DA MOEDA,61,RUA,PARQUE CRUZEIRO DO SUL,8070060,-23.49447,-46.4649497,EM-3ª série,"260,4",263.1,258.8,521.9000000000001
509,TITO LIVIO FERREIRA PROFESSOR,35910797,31.0,376.0,15.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,594.0,590.0,707.0,477.0,0.0,2,1,BARDANA,35,RUA,JARDIM RUTH,8040730,-23.5112281,-46.4482362,EM-3ª série,"275,4",258.8,255.5,514.3
510,GERALDINO DOS SANTOS DEPUTADO,35910831,420.0,412.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,649.0,800.0,1097.0,352.0,0.0,2,1,SERTANISTAS,1175,AVENIDA,JARDIM SANTO ANDRE,8390240,-23.6307976,-46.4452809,EM-3ª série,"276,8",267.0,262.8,529.8
511,OLINDA LEITE SINISGALLI PROFESSORA,35910995,1.0,617.0,13.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,390.0,440.0,552.0,278.0,0.0,2,1,EMILIO KEMP,126,RUA,VILA PENTEADO,2865000,-23.473452,-46.6773531,EM-3ª série,"252,9",257.2,243.6,500.79999999999995
512,URBANO DE OLIVEIRA PINTO REV,35911008,384.0,463.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,430.0,497.0,927.0,0.0,0.0,2,1,TANTAS PALAVRAS,10,RUA,CONJUNTO HABITACIONAL AGUIA DE HAIA,8223510,-23.522335,-46.4694328,EM-3ª série,"250,4",242.3,250.4,492.70000000000005
513,DILSON FUNARO MINISTRO,35911537,243.0,148.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,421.0,439.0,623.0,237.0,0.0,2,1,FRANCISCO MACHADO DA SILVA,1410,AVENIDA,JARDIM PERI,2678000,-23.455935,-46.6530883,EM-3ª série,"253,8",249.9,241.7,491.6
514,IRINEU MONTEIRO DE PINHO REV,35912268,299.0,430.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,394.0,395.0,789.0,0.0,428.0,2,1,CHUVA E SOL,41,RUA,CONJUNTO HABITACIONAL A E CARVALHO,8225560,-23.5259078,-46.4600744,EM-3ª série,"276,7",264.7,257.4,522.0999999999999
515,FRANCISCO VOCCIO,35913820,3.0,330.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,188.0,176.0,364.0,0.0,364.0,2,1,ITA,SN,RUA,VILA SANTOS,2636030,-23.4562344,-46.6460345,EM-3ª série,"293,3",288.8,274.8,563.6
516,LIVIO XAVIER,35914691,534.0,706.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,622.0,677.0,839.0,460.0,11.0,2,1,ANTONIO JOAO DE MEDEIROS,2040,RUA,ITAIM PAULISTA,8140060,-23.5168073,-46.3906714,EM-3ª série,"254,5",258.7,256.1,514.8
517,ARACI ZEBRAL TEIXEIRA,35914708,431.0,753.0,16.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,639.0,693.0,963.0,369.0,32.0,2,1,SERRA DAS ARARAS,180,RUA,VILA IOLANDALAJEADO,8451050,-23.5384901,-46.4006209,EM-3ª série,"264,3",251.1,250.5,501.6
518,ZIPORA RUBINSTEIN PROFESSORA,35914721,572.0,728.0,18.0,8.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,685.0,682.0,1367.0,0.0,27.0,2,1,RUA IRMAO DEODORO,830,RUA,VILA PRINCESA ISABEL,8410410,-23.5507,-46.4192,EM-3ª série,"279,4",275.6,265.6,541.2
519,FLAVIO LA SELVA PROFESSOR,35914733,474.0,390.0,12.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,534.0,531.0,813.0,252.0,21.0,2,1,CARMELO CALI,240,RUA,VILA SANTA LUCIA,4940070,-23.6918877,-46.7657319,EM-3ª série,"248,6",259.8,257.1,516.9000000000001
520,HERMINIA DE ANDRADE PFUHL NEVES PROFESSORA,35915671,411.0,579.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,591.0,676.0,979.0,288.0,1.0,2,1,RAINHA DA NOITE,85,RUA,PARQUE GUARANI,8235000,-23.5182737,-46.4530366,EM-3ª série,"273,3",261.2,264.7,525.9
521,ZILDA ARNS NEUMANN,35915683,392.0,430.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,441.0,470.0,808.0,103.0,22.0,2,1,CANGICA,50,RUA,JARDIM DAS CAMELIAS,8050390,-23.5113474,-46.4586498,EM-3ª série,"268,9",253.3,251.6,504.9
522,JACQUES ORLANDO CAMINHA D AVILA REVERENDO,35915725,201.0,672.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,858.0,873.0,1079.0,652.0,0.0,2,1,ANTONIO RAMOS ROSA,100,RUA,PARQUE SANTO ANTONIO,5822010,-23.65847142,-46.7424721,EM-3ª série,272,270.8,261.3,532.1
523,JULIO DE CARVALHO BARATA,35916493,268.0,293.0,18.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,403.0,381.0,529.0,255.0,0.0,2,1,RUA ELY REY,271,RUA,JARDIM SAO CARLOS ZONA LESTE,8062520,-23.5111687,-46.4732178,EM-3ª série,"258,1",249.9,249.8,499.70000000000005
524,EDER BERNARDES DOS SANTOS SOLDADO PM,35916523,262.0,483.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,602.0,578.0,682.0,498.0,1.0,2,1,ARY CORDOVIL,251,CONJUNTO HABITACIONA,ITAIM PAULISTA,8131300,-23.5024851,-46.3790105,EM-3ª série,"255,1",259.2,254.3,513.5
525,GUSTAVO BARROSO,35916729,526.0,637.0,0.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,677.0,716.0,1154.0,239.0,0.0,2,1,ALFEU DE ALCANTARA MONTEIRO,100,RUA,CONJUNTO HABITACIONAL JOVA RURAL,2281200,-23.4549775,-46.5804306,EM-3ª série,"261,1",249.2,245.2,494.4
526,BRENNO ROSSI MAESTRO,35916730,260.0,794.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,666.0,647.0,873.0,440.0,0.0,2,1,JOSE PARDO,41,RUA,PARQUE BOA ESPERANCA,8341250,-23.60195,-46.45139,EM-3ª série,"275,8",260.4,260.7,521.0999999999999
527,SIMAO MATHIAS PROFESSOR,35916742,5.0,1204.0,40.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,978.0,828.0,1178.0,628.0,97.0,2,1,RAGUEB CHOHFI,4757,AVENIDA,JARDIM TRES MARIAS,8375000,-23.5947218,-46.4395536,EM-3ª série,269,257.3,255.2,512.5
528,PEDRO GERALDO COSTA DEPUTADO,35916754,253.0,250.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,538.0,583.0,773.0,348.0,0.0,2,1,FRANCISCO CAPARA,75,RUA,JARDIM FANGANIELLO,8450570,-23.5454098,-46.3884358,EM-3ª série,"259,4",244.1,245.5,489.6
529,AFIZ GEBARA DOUTOR,35916791,336.0,946.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,681.0,784.0,1096.0,369.0,79.0,2,1,BACIA DE SAO FRANCISCO,SN,RUA,CONJUNTO HABITACIONAL JARDIM SAO BENTO,5885540,-23.67757654,-46.78692935,EM-3ª série,"272,1",270.8,262.9,533.7
530,PAULINA MADRE,35917382,426.0,670.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,575.0,588.0,1163.0,0.0,28.0,2,1,VIRGILIO CAMPELO PADRE,130,RUA,ITAIM PAULISTA,8131310,-23.5067826,-46.3773064,EM-3ª série,"246,1",255.1,246.9,502.0
531,MARLENE ADUA FORTUNATO PROFESSORA,35917503,322.0,201.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,445.0,511.0,762.0,194.0,0.0,2,1,GAIVOTAS DO CEU,53,RUA,CHACARA DO SOL,4857725,-23.780333,-46.675215,EM-3ª série,"258,6",249.1,234.2,483.29999999999995
532,RUY DE MELLO JUNQUEIRA,35920277,0.0,919.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,772.0,738.0,722.0,788.0,0.0,2,1,METALURGICOS,150,AVENIDA,CIDADE TIRADENTES,8471000,-23.5852483,-46.4095794,EM-3ª série,"264,4",256.5,250.7,507.2
533,JESUS JOSE ATTAB PROFESSOR,35920997,477.0,225.0,18.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,600.0,607.0,996.0,211.0,0.0,2,1,ANA AMELIA DO NASCIMENTO,137,RUA,VILA MARCELO,4866040,-23.7886742,-46.7217438,EM-3ª série,"251,5",246.5,243.3,489.8
534,ALVARO SIMOES,35921312,358.0,783.0,17.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,672.0,754.0,965.0,461.0,30.0,2,1,CECILIA ITER,150,RUA,VILA PROGRESSO ZONA LESTE,8240730,-23.5228866,-46.4414267,EM-3ª série,271,263.4,258.0,521.4
535,LUCAS ROSCHEL RASQUINHO,35921324,339.0,376.0,15.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,373.0,410.0,783.0,0.0,0.0,2,1,PAULINO GOTTSFRITZ,50,COLONIA PAULISTA,COLONIA ZONA SUL,4875060,-23.84583,-46.6978287,EM-3ª série,"270,1",267.3,254.3,521.6
536,HAYDEE HIDALGO PROFESSORA,35922146,362.0,312.0,5.0,10.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,328.0,377.0,705.0,0.0,2.0,2,1,DO JACARANDAPAULISTA,80,RUA,JARDIM ARANTES,8382557,-23.6228805,-46.4164693,EM-3ª série,"273,3",264.3,271.0,535.3
537,OSCAR BLOIS,35922249,239.0,455.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,358.0,401.0,539.0,220.0,0.0,2,1,RUA ANGELO DA SILVA,20,RUA,JARDIM PANAMERICANO,2996140,-23.4480985,-46.7344155,EM-3ª série,"261,3",262.4,254.9,517.3
538,SAPOPEMBA,35922894,720.0,1026.0,17.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,951.0,964.0,1590.0,325.0,33.0,2,1,RUA SENADOR NILO COELHO,690,RUA,JARDIM SAPOPEMBA,3929100,-23.6055969,-46.4908397,EM-3ª série,"277,6",272.5,272.7,545.2
539,JARDIM WILMA FLOR,35922900,231.0,243.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,435.0,447.0,723.0,159.0,0.0,2,1,DA NASCENTE,130,RUA,GUAIANAZES,8473290,-23.5759964,-46.3958625,EM-3ª série,"275,3",270.6,259.4,530.0
540,COHAB INACIO MONTEIRO III,35922912,3.0,272.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,169.0,120.0,289.0,0.0,289.0,2,1,IGARAPE DA BELA AURORA,435,RUA,CONJUNTO HABITACIONAL INACIO MONTEIRO,8472200,-23.5748173,-46.3994789,EM-3ª série,"314,7",314.4,307.6,622.0
541,VILA BELA,35923047,738.0,810.0,20.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,781.0,878.0,1265.0,394.0,8.0,2,1,TERRA TOMBADA,SN,TRAVESSA,JARDIM DA CONQUISTA ZONA LESTE,8344600,-23.611138,-46.4514661,EM-3ª série,"262,7",254.7,254.0,508.7
542,LEDA GUIMARAES NATAL,35923059,573.0,544.0,18.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,559.0,632.0,787.0,404.0,1.0,2,1,AMERICO COXA,SN,RUA,PARELHEIROS,4890000,-23.8229698,-46.7289389,EM-3ª série,"279,5",260.2,258.5,518.7
543,JAIR TOLEDO XAVIER PROFESSOR,35923254,723.0,929.0,11.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,941.0,1014.0,1304.0,651.0,0.0,2,1,JOAQUIM DE ALMEIDA MORAIS,SN,RUA,BRASILANDIA,2844000,-23.4733308,-46.6879287,EM-3ª série,"276,8",270.6,258.1,528.7
544,JARDIM IGUATEMI,35923266,573.0,1179.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,956.0,933.0,1251.0,638.0,32.0,2,1,CONFEDERACAO DOS TAMOIOS,182,RUA,JARDIM IGUATEMI,8380220,-23.59674278,-46.44427987,EM-3ª série,"287,6",262.8,268.2,531.0
545,SILVANA EVANGELISTA PROFESSORA,35923278,247.0,653.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,473.0,491.0,964.0,0.0,2.0,2,1,RODOLFO PIRANI,392,AVENIDA,JARDIM RODOLFO PIRANI,8310000,-23.6288598,-46.4625244,EM-3ª série,"258,1",252.8,249.1,501.9
546,NANCY DE OLIVEIRA FIDALGO PROFA,35923285,315.0,455.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,590.0,612.0,912.0,290.0,1.0,2,1,MIGUEL ARCANJO DUTRA,SN,RUA,JARDIM SANTA TEREZINHA ZONA LESTE,8430190,-23.5248433,-46.4251764,EM-3ª série,"232,5",235.3,247.4,482.70000000000005
547,HEITOR VILLA LOBOS MAESTRO,35923461,318.0,431.0,24.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,426.0,419.0,660.0,185.0,12.0,2,1,ARVOREIRO,107,AVENIDA,PARQUE DAS ARVORES,4824010,-23.7326828,-46.6956778,EM-3ª série,"269,6",264.0,267.6,531.6
