,NO_ENTIDADE,QT_MAT_BAS_11_14,QT_MAT_BAS_15_17,QT_DESKTOP_ALUNO,QT_COMP_PORTATIL_ALUNO,QT_TABLET_ALUNO,IN_INTERNET_ALUNOS,IN_INTERNET_APRENDIZAGEM,IN_BANDA_LARGA,IN_MATERIAL_PED_MULTIMIDIA,IN_MATERIAL_PED_MUSICAL,IN_MATERIAL_PED_ARTISTICAS,QT_MAT_BAS_FEM,QT_MAT_BAS_MASC,QT_MAT_BAS_D,QT_MAT_BAS_N,QT_MAT_MED_INT,TP_DEPENDENCIA,TP_SITUACAO_FUNCIONAMENTO,DS_ENDERECO,NU_ENDERECO,DS_COMPLEMENTO,NO_BAIRRO,CO_CEP,Latitude,Longitude,COMPS_PER_STUDENT,STUDENTS_11_17
3858,EMEI CEZAR ROGERIO OLIVEIRA PERAMEZZA PROF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181.0,158.0,339.0,0.0,0.0,3,1,PROFESSOR THIRE,151,,VILA NHOCUNE,3561010,-23.5467,-46.4968,,0.0
3859,EMEI VICENTE MATHEUS,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,185.0,227.0,412.0,0.0,0.0,3,1,ALEXANDRE CHEID,636,,PARQUE SAVOY CITY,3570100,-23.564388,-46.483079,0.0,0.0
3860,EMEI MARIA DE LOURDES COUTINHO TORRES DA,0.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,198.0,221.0,419.0,0.0,0.0,3,1,BARTOLOMEU GONCALVES,45,,VILA ESTER,8330240,-23.62060038,-46.4622679,0.0,0.0
3861,EMEF CLOTILDE ROSA HENRIQUES ELIAS PROFA,386.0,40.0,21.0,29.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,378.0,394.0,772.0,0.0,0.0,3,1,ARROIO CAMPO BOM,215,,COHAB SANTA ETELVINA II B,8485475,-23.58778924,-46.42151361,0.11737089201877934,426.0
3862,EMEF MAILSON DELANE PROF,502.0,141.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,579.0,638.0,1078.0,139.0,0.0,3,1,SALVADOR VIGANO,100,,CONJUNTO HABITACIONAL BARRO BRANCO II,8473605,-23.5870038,-46.3915055,0.03265940902021773,643.0
3863,EMEI LUCILIA DE ANDRADE FERREIRA PROFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,243.0,212.0,455.0,0.0,0.0,3,1,CACHOEIRA TRIUNFO,55,,COHAB BARRO BRANCO II,8475080,-23.5829611,-46.3938634,,0.0
3864,EMEI GESSY GEBARA PROFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189.0,232.0,421.0,0.0,0.0,3,1,CACHOEIRA DAS GARCAS,114,,COHAB SITIO CONCEICAO,8473010,-23.57911695,-46.39227767,,0.0
3865,EMEF CARLOS CORREA MASCARO PROF,350.0,27.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,400.0,399.0,799.0,0.0,0.0,3,1,SALVE A MOCIDADE,932,,JARDIM DA CONQUISTA,8343320,-23.6046362,-46.4450529,0.05570291777188329,377.0
3866,EMEI HELENA LOPES SANTANA DA SILVA PROFA,0.0,0.0,18.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,260.0,287.0,547.0,0.0,0.0,3,1,ANDES 851,851,,GUAIANASES,8440180,-23.5363015,-46.4060045,0.0,0.0
3867,EMEI ANTONIO FIGUEIREDO AMARAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,120.0,125.0,245.0,0.0,0.0,3,1,LEONARDO JONES JUNIOR,34,,BARRA FUNDA,1138040,-23.52391931,-46.65620352,,0.0
3868,EMEF PERICLES EUGENIO DA SILVA RAMOS,205.0,25.0,0.0,21.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,265.0,287.0,552.0,0.0,0.0,3,1,PROFESSOR JOSE OZI,62,,CIDADE NOVA HELIOPOLIS,4230045,-23.6093,-46.5821,0.09130434782608696,230.0
3869,EMEI JOSEMARIA ESCRIVA BEM-AVENTURADO,0.0,0.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,221.0,247.0,468.0,0.0,0.0,3,1,PROFESSOR ARNALDO JOAO SEMERARO,456,,JARDIM SANTA EMILIA,4184000,-23.6481,-46.599,0.0,0.0
3870,EMEI CAMILLO ASHCAR PROF,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,163.0,155.0,318.0,0.0,0.0,3,1,JOSE PORFIRIO DE SOUZA,495,,JARDIM RAPOSO TAVARES,5563090,-23.6024,-46.7826,,0.0
3871,EMEI MORENO CTE,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,114.0,217.0,0.0,0.0,3,1,MARCOLINO VAZ FIGUEIRA,381,,JARDIM DAS ESMERALDAS,5549130,-23.5958,-46.7651,0.0,0.0
3872,EMEI MARIA APARECIDA VITA PIANTE PROFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,199.0,172.0,371.0,0.0,0.0,3,1,JOAO FRANCISCO DE MELLO,S/N,,VILA NOVA ALBA,5358110,-23.5726,-46.7497,,0.0
3873,EMEF PAULO FREIRE PROF,330.0,114.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,452.0,422.0,682.0,192.0,0.0,3,1,MELCHIOR GIOLA,296,,PARAISOPOLIS,5664000,-23.61663106,-46.72384452,0.04504504504504504,444.0
3874,EMEI CONJ HABITACIONAL VALO VELHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,235.0,253.0,488.0,0.0,0.0,3,1,GINGADINHO,365,,COHAB JARDIM SAO BENTO,5886410,-23.6788,-46.7945,,0.0
3875,EMEF DAMIAO FREI,492.0,91.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,616.0,599.0,1018.0,197.0,0.0,3,1,DANIEL ALOMIA,325,,JARDIM SIPRAMAR,4851340,-23.7473554,-46.6681886,0.036020583190394515,583.0
3876,EMEF JAIRO DE ALMEIDA PROF,385.0,50.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,447.0,467.0,816.0,98.0,0.0,3,1,RECANTO DOS HUMILDES,S/N,,CONJUNTO HABITACIONAL RECANTO DOS HUMILD,5209000,-23.4133737,-46.7502838,0.08275862068965517,435.0
3877,EMEI CLEIDE MOREIRA DOS SANTOS PROFA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,207.0,181.0,388.0,0.0,0.0,3,1,DELMAR SOARES,199,,VILA PEDRA BRANCA,2635170,-23.4551,-46.6444,0.0,0.0
3878,EMEF CELIA REGINA LEKEVICIUS CONSOLIN PROFA,248.0,26.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,317.0,359.0,676.0,0.0,0.0,3,1,GIUSEPPE MARINO,S/N,,PARQUE NOVO MUNDO,2181190,-23.5174,-46.5569,0.0036496350364963502,274.0
3879,EMEI MARGARETH DE FATIMA MARQUES DE AZEVEDO,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,289.0,318.0,607.0,0.0,0.0,3,1,AUGUSTO RODRIGUES,262,,JARDIM FONTALIS,2360010,-23.4383,-46.5772,0.0,0.0
3880,EMEI JOAO RUBENS MARCELO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,120.0,155.0,275.0,0.0,0.0,3,1,AZEVEDO E BRITO,395,,VILA FORMOSA,3366040,-23.5681614,-46.5338866,0.0,0.0
3881,EMEI THEREZA THE DE CARVALHO PROFA,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,191.0,208.0,399.0,0.0,0.0,3,1,BARRA DO CAMARAJIBE,200,,PARQUE CRUZEIRO DO SUL,3383120,-23.5825221,-46.53169039,0.0,0.0
3882,EMEI NEUSA CONCEICAO STINCHI PROFA,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,194.0,209.0,403.0,0.0,0.0,3,1,CORONEL EZEQUIEL,10,,JARDIM DANFER,3728100,-23.5018,-46.5115,0.0,0.0
3883,EMEF LINO DE MATTOS SEN,300.0,29.0,21.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,294.0,317.0,611.0,0.0,0.0,3,1,SAPUPIRA,1005,,JD PEDRO JOSE NUNES,8061440,-23.5038735,-46.4695256,0.14893617021276595,329.0
3884,EMEF JOSE QUERINO RIBEIRO,363.0,48.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,345.0,371.0,716.0,0.0,0.0,3,1,CORONEL ALBERT DE ROCHAS DAIGLUM,50,,VILA ARICANDUVA,8275570,-23.569,-46.4814,0.051094890510948905,411.0
3885,EMEI ADALBERTO PANZAN DR,0.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,160.0,172.0,332.0,0.0,0.0,3,1,LUISA SARAZIM,29,,JARDIM BANDEIRANTE SAO RAFAEL,8372100,-23.6052329,-46.4350865,,0.0
3886,EMEI ARTHUR BAPTISTA DA LUZ,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,214.0,416.0,0.0,0.0,3,1,CUNHA MENDES,90,,JARDIM ITAPURA,4467110,-23.6938549,-46.6552887,0.0,0.0
3887,EMEI CHACARA SONHO AZUL,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,112.0,160.0,272.0,0.0,0.0,3,1,ALCATO,1,,VILA CALU,4961160,-23.73574402,-46.79013566,0.0,0.0
3888,EMEI MARIA CECILIA DEZAN ROCHA PROFA,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,195.0,205.0,400.0,0.0,0.0,3,1,ADAUTO FERNANDES DE ANDRADE,154,,PARQUE DOS BANCARIOS,3923070,-23.5953068,-46.508436,0.0,0.0
3889,EMEI DALMO AMARAL MACHADO PROF,0.0,0.0,17.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,179.0,195.0,374.0,0.0,0.0,3,1,JOAO CARLOS AMAT,15,,JARDIM DAS OLIVEIRAS,8111760,-23.4863023,-46.3876997,0.0,0.0
3890,EMEF ILEUSA CAETANO DA SILVA PROFA,141.0,13.0,0.0,30.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,158.0,166.0,324.0,0.0,0.0,3,1,D,10,,JARDIM EDUCANDARIO,5564100,-23.5998,-46.7767,0.19480519480519481,154.0
3891,EMEI JOAO CANDIDO,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,182.0,207.0,389.0,0.0,0.0,3,1,DANIEL ALOMIA,310,,JARDIM SIPRAMAR,4851340,-23.7472996,-46.6687218,0.0,0.0
3892,EMEF MILENA BENEDICTO PROFA,392.0,51.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,516.0,468.0,859.0,125.0,0.0,3,1,FELIPPO STURBA,25,,JARDIM ANHANGUERA,5267200,-23.4386,-46.7888,0.05191873589164785,443.0
3893,EMEF HELLIO TAVARES DR,535.0,39.0,20.0,9.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,450.0,520.0,970.0,0.0,0.0,3,1,PAULO TAPAJOS,654,,ITAIM PAULISTA,8131360,-23.5041824,-46.3718009,0.050522648083623695,574.0
3894,EMEF THEREZA MACIEL DE PAULA PROFA,478.0,61.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,636.0,595.0,1059.0,172.0,0.0,3,1,JORGE CARLOS DE ALMEIDA,66,,JARDIM SANTO ANDRE,8390355,-23.6320476,-46.4436666,0.04081632653061224,539.0
3895,EMEF LUIZ ROBERTO MEGA PROF,414.0,49.0,21.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,370.0,407.0,777.0,0.0,0.0,3,1,HENRIQUE ADAMUS,16,,JARDIM AUREA,8421107,-23.5653877,-46.4172976,0.1079913606911447,463.0
3896,EMEI SILVIO CALDAS COMPOSITOR,0.0,0.0,17.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,70.0,83.0,153.0,0.0,0.0,3,1,ANDRE PUJOS,S/N,,JARDIM CELESTE,4195040,-23.6584,-46.6134,0.0,0.0
3897,EMEI CARLOS EDUARDO DE CAMARGO ARANHA DR,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,203.0,211.0,414.0,0.0,0.0,3,1,DO BOQUEIRAO,107,,SAUDE,4293000,-23.62048305,-46.6188724,0.0,0.0
3898,EMEF MARIA RITA DE CASSIA PINHEIRO SIMOES BRAGA PROFA,463.0,64.0,0.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,504.0,541.0,1045.0,0.0,0.0,3,1,MARIA CALLAS,30,,PARQUE LIGIA,5857530,-23.65924306,-46.78319689,0.030360531309297913,527.0
3899,EMEF JOSE BLOTA JUNIOR DEP,515.0,41.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,611.0,624.0,1235.0,0.0,0.0,3,1,RENE CASTERA,601,,CHACARA DA ENSEADA,4963160,-23.7505,-46.7768,0.03776978417266187,556.0
3900,EMEF FRANCISCO REBOLO,346.0,26.0,0.0,28.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,391.0,402.0,793.0,0.0,0.0,3,1,CATARINENSES,200,,VILA ANDRADE,5728050,-23.6323,-46.7416,0.07526881720430108,372.0
3901,EMEF VARGEM GRANDE,596.0,117.0,0.0,28.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,528.0,595.0,969.0,154.0,0.0,3,1,BEIJAFLOR,1,,COLONIA ZONA SUL,4895280,-23.8615593,-46.7126174,0.03927068723702665,713.0
3902,EMEF PEDRO GERALDO SCHUNCK,16.0,0.0,21.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,211.0,221.0,432.0,0.0,0.0,3,1,ANTONIO BERNAL,40,,JARDIM SILVEIRA,4892100,-23.8517429,-46.7140994,3.0,16.0
3903,EMEF FAZENDA DA JUTA,285.0,26.0,20.0,9.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,301.0,288.0,589.0,0.0,0.0,3,1,LUCAS LOSSIUS,95,,JARDIM SANTA ADELIA,3974100,-23.6219138,-46.4856025,0.0932475884244373,311.0
3904,CEI DIRET MARIA CURSI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,73.0,76.0,149.0,0.0,0.0,3,1,MARIA LUISA DO VAL PENTEADO,560,,CIDADE SAO MATEUS,3962040,-23.60691098,-46.48328831,,0.0
3905,CEI DIRET JARDIM RODOLFO PIRANI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,58.0,106.0,0.0,0.0,3,1,CINIRA POLONIO,20,,CONJUNTO PROMORAR RIO CLARO,8395320,-23.6246517,-46.4585473,,0.0
3906,CEI DIRET ELIZABETH SOUZA LOBO GARCIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,65.0,117.0,0.0,0.0,3,1,MENDONCA E VASCONCELOS,201,,VILA ESTER,8330260,-23.6227699,-46.4640018,,0.0
3907,CEI DIRET JARDIM SANTO ANDRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0,83.0,161.0,0.0,0.0,3,1,DOS SERTANISTAS,790,,JARDIM SANTO ANDRE,8390240,-23.6280073,-46.4461113,,0.0
3908,CEI DIRET INEZITA BARROSO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,60.0,115.0,0.0,0.0,3,1,POCOS DE CALDAS,25,,CIDADE CENTENARIO,3933000,-23.5847981,-46.4945952,0.0,0.0
3909,CEI DIRET PARQUE SAO RAFAEL II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,65.0,76.0,141.0,0.0,0.0,3,1,SENADOR FILINTO MULLER,391,,PARQUE SAO RAFAEL,8320110,-23.6264475,-46.4761975,,0.0
3910,CEI DIRET LUIZ GONZAGA DO NASCIMENTO JR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,71.0,128.0,0.0,0.0,3,1,PASCOAL DIAS,719,,JARDIM SANTA ADELIA,3971010,-23.6200678,-46.4791849,0.0,0.0
3911,CEI DIRET JARDIM COLORADO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,70.0,129.0,0.0,0.0,3,1,JOSE DE ARAUJO VIEIRA,30,,JARDIM RODOLFO PIRANI,8310240,-23.62768675,-46.4627307,0.0,0.0
3912,CEI DIRET JARDIM ROSELY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,58.0,126.0,0.0,0.0,3,1,JOSE DE LIMA,80,,JARDIM ROSELI,8380054,-23.5956222,-46.4409861,,0.0
3913,CEI DIRET JARDIM NOVE DE JULHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,92.0,153.0,0.0,0.0,3,1,GOMES DE MELO,42,,JARDIM NOVE DE JULHO,3951070,-23.5869918,-46.4885127,,0.0
3914,CEI DIRET JARDIM VERA CRUZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,71.0,129.0,0.0,0.0,3,1,FELIPE COTRIM,54,,JARDIM VERA CRUZZONA LESTE,8310640,-23.6196029,-46.4729916,,0.0
3915,CEI DIRET JARDIM VILA CARRAO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,76.0,129.0,0.0,0.0,3,1,BARTOLOMEU ANTUNES,40,,JARDIM VILA CARRAO,8340360,-23.617246,-46.4583641,0.0,0.0
3916,CEI DIRET JARDIM TIETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,66.0,126.0,0.0,0.0,3,1,ETTORE ANDREAZZA,40,,JARDIM TIETE,3944000,-23.6021,-46.4912,,0.0
3917,CEI DIRET JARDIM COLONIAL,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,57.0,48.0,105.0,0.0,0.0,3,1,JOSE RODRIGUES SANTAREM,494,,PARQUE COLONIAL,3968010,-23.60206164,-46.47212933,0.0,0.0
3918,CEI DIRET ANTON MEROTH PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,104.0,206.0,0.0,0.0,3,1,GANIMEDES,27,,CIDADE SATELITE SANTA BARBARA,8330385,-23.6074017,-46.4590782,,0.0
3919,CEI DIRET JARDIM HELENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,87.0,158.0,0.0,0.0,3,1,ALMEIDA FALCAO,95,,JARDIM HELENA,8371190,-23.5966178,-46.4511469,,0.0
3920,CEI DIRET LIBERO ANCONA LOPES VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,64.0,118.0,0.0,0.0,3,1,BENEDITO RAPOSO,13,,VILA NOVA CURUCA,8031070,-23.5198176,-46.4168063,,0.0
3921,CEI DIRET JARDIM NAZARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,66.0,132.0,0.0,0.0,3,1,JOSE FELIPE AMARAL,45,,JARDIM NAZARETH,8151320,-23.5175294,-46.404217,,0.0
3922,CEI DIRET ILDEFRANCA IRMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0,67.0,142.0,0.0,0.0,3,1,PEDRO GERALDO NASCIMENTO,42,,JD ROBRU,8150280,-23.5244364,-46.4109047,,0.0
3923,CEI DIRET NAZARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,53.0,103.0,0.0,0.0,3,1,DOS MASSEIROS,140,,JARDIM BARTIRA,8152060,-23.5132318,-46.4073518,,0.0
3924,CEI DIRET CEI NINHO ALEGRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,63.0,116.0,0.0,0.0,3,1,JOAO NICARIO ELEUTERIO,430,,CIDADE NOVA SAO MIGUEL,8042080,-23.5096123,-46.4338771,,0.0
3925,CEI DIRET JARDIM EVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,118.0,111.0,229.0,0.0,0.0,3,1,UBAI,14,,JARDIM EVA,8143070,-23.5175678,-46.3979297,,0.0
3926,CEI DIRET VILA SANTA INES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,72.0,126.0,0.0,0.0,3,1,RAINHADOBOSQUE,210,,VILA SANTA INES,3812030,-23.4946492,-46.4666894,,0.0
3927,CEI DIRET CIDADE PEDRO JOSE NUNES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,58.0,106.0,0.0,0.0,3,1,MARIO ALVES,482,,JARDIM PEDRO JOSE NUNES,8061380,-23.5036071,-46.4673422,,0.0
3928,CEI DIRET JARDIM RUTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,66.0,107.0,0.0,0.0,3,1,GUARABU,142,,JARDIM RUTH,8040780,-23.5132457,-46.4488174,,0.0
3929,CEI DIRET SELMA REGINA LIMA MESSIAS PROFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,53.0,101.0,0.0,0.0,3,1,SAO PEDRO DO JEQUITINHONHA,101,,JARDIM SAO CARLOS,8062300,-23.5141394,-46.4739967,,0.0
3930,CEI DIRET DURVAL MIOLA PROF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,67.0,139.0,0.0,0.0,3,1,PADRE ORLANDO NOGUEIRA,235,,LIMOEIRO,8051560,-23.5115289,-46.4658674,,0.0
3931,CEI DIRET CURUCA VELHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,50.0,117.0,0.0,0.0,3,1,GRAPIRA,10,,VILA CURUCA,8030190,-23.4983545,-46.418565,,0.0
3932,CEI DIRET VILA PROGRESSO,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,56.0,84.0,140.0,0.0,0.0,3,1,SUZANA DE MELO,1181,,VILA PROGRESSO,8245160,-23.5197597,-46.4327572,0.0,0.0
3933,CEI DIRET JARDIM SAO VICENTE,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,51.0,88.0,0.0,0.0,3,1,MOHAMAD IBRAHIN SALEH,769,,CIDADE NOVA SAO MIGUEL,8042130,-23.5040319,-46.4328108,0.0,0.0
3934,CEI DIRET ARTURO DE ANGELIS MAESTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,86.0,150.0,0.0,0.0,3,1,SANTO ANTONIO DE ENTRE RIOS,25,,JARDIM CAROLINA,8151400,-23.51324,-46.40952,,0.0
3935,CEI DIRET ODILIA ALVES ALMEIDA SANTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,57.0,128.0,0.0,0.0,3,1,DESEMBARGADOR OSVALDO ARANHA BANDEIRA DE MELO,376,,ITAIM PAULISTA,8130330,-23.5042,-46.3672,,0.0
3936,CEI DIRET JARDIM VILA PEDROSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,54.0,101.0,0.0,0.0,3,1,JULIAO PEREIRA MACHADO,20,,PARQUE SONIA,8020020,-23.4992,-46.4456,,0.0
3937,CEI DIRET PARQUE SANTA RITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0,59.0,113.0,0.0,0.0,3,1,MATEUS BARBOSA DE REZENDE,120,,PARQUE SANTA RITA,8161530,-23.514637,-46.4129926,,0.0
3938,CEI DIRET JARDIM CAMARGO VELHO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,56.0,56.0,112.0,0.0,0.0,3,1,FLORAI,322,,ITAIM PAULISTA,8120460,-23.5035595,-46.3913382,0.0,0.0
3939,CEI DIRET CHACARA DONA OLIVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,53.0,122.0,0.0,0.0,3,1,PEREIRA DE FARO,359,,ITAIM PAULISTA,8141350,-23.5102,-46.3918,,0.0
3940,CEI DIRET MARIA APARECIDA DOS SANTOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,69.0,119.0,0.0,0.0,3,1,ESTEVAO PINHEIRO,217,,JARDIM ELZA,8121360,-23.5059,-46.3837,,0.0
3941,CEI DIRET JARDIM MILIUNAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,62.0,71.0,133.0,0.0,0.0,3,1,SARGACO,437,,JARDIM MELIUNAS,8111370,-23.498533,-46.3718693,,0.0
3942,CEI DIRET DORALICE PEREIRA DE SOUZA LEONARDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,58.0,108.0,0.0,0.0,3,1,RIO MIRIVAI,274,,PARQUE SANTA AMELIA,8122440,-23.5016,-46.3769,,0.0
3943,CEI DIRET JARDIM CAMARGO NOVO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,115.0,213.0,0.0,0.0,3,1,SARAVA,40,,JARDIM CAMARGO,8121180,-23.5006,-46.3873,,0.0
3944,CEI DIRET JARDIM MAIA,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,41.0,60.0,101.0,0.0,0.0,3,1,ESTRELA DA NOITE,287,,JARDIM MAIA,8180190,-23.4928637,-46.4157134,0.0,0.0
3945,CEI DIRET JARDIM CAMPOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,56.0,116.0,0.0,0.0,3,1,ILHA DE MARUI,32,,JARDIM CAMPOS,8151710,-23.5094,-46.4056,,0.0
3946,CEI DIRET JARDIM SILVA TELLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,52.0,111.0,0.0,0.0,3,1,JOSE ALEXANDRE MACHADO,587,,JARDIM SILVA TELES,8160460,-23.5005,-46.4087,,0.0
3947,CEI DIRET PAULO CESAR FONTELLES DE LIMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,60.0,109.0,0.0,0.0,3,1,JOAO NERI DE CARVALHO 781,781,,SAO MIGUEL PAULISTA,8021010,-23.4971615,-46.4337887,,0.0
3948,CEI DIRET HIGINO PELLEGRINI VER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,62.0,123.0,0.0,0.0,3,1,CORDAO DE SAO FRANCISCO,19,,VILA AIMORE,8190000,-23.4935032,-46.4092225,,0.0
